,VENTA,BRUTA,CONSUI,AGREGA,CTO,GAS,EMPAQUE,HONORA,COMISION,ARRIENDO,SEGURO,ASEO,ENERGIA,COMUNICA,PUBLICO,FLETES,PUBLICI,ADECUA,REGALA,OUTSOURCING,OTROS,GASTOS,GASTOSNOP,GASTOPNOP,CTOINS
1100,4044353.0,65623.0,83121.5,-17498.5,3978730.0,0.0,0.0,0.0,0.0,14087.0,0.0,9651.0,11562.0,7381.0,1174.0,28652.0,2602.0,860.0,0.0,0.0,7152.5,4111974.0,28975.0,4439174.0,3978730.0
1160,977407.1462,148139.0,460121.5,-311982.5,826580.0,0.0,895.0,21549.0,705.0,50275.0,2689.0,40429.0,55664.0,23321.0,2346.0,120999.0,6091.0,4962.0,0.0,0.0,18607.5,1201425.0,113087.0,1648408.0,826580.0
1188,474373.0,139657.0,788708.5,-649051.5,334716.0,83.0,258.0,709812.0,383.0,1000.0,22447.0,5324.0,12800.0,8057.0,2039.0,5528.0,3746.0,7662.0,0.0,0.0,9569.5,1163636.0,1730141.0,3338827.0,334716.0
1209,2940035.0,331889.0,382823.5,-50934.5,2608146.0,70.0,2418.0,23615.0,0.0,0.0,36320.0,2080.0,29392.0,9652.0,4420.0,2100.0,10295.0,40904.0,0.0,0.0,23002.5,2846636.0,109824.0,3298997.0,2608146.0
1237,442381.0,68570.0,207873.0,-139303.0,373811.0,1.0,0.0,2500.0,0.0,39885.0,0.0,3569.0,8760.0,2569.0,1.0,1500.0,0.0,3147.0,0.0,0.0,0.0,435743.0,0.0,581684.0,373811.0
1297,734199683.0,2366208.0,2461356.0,-95148.0,731833475.0,0.0,0.0,1069490.0,0.0,189261.0,312245.0,7974.0,11697.0,106928.0,1272.0,0.0,0.0,70585.0,0.0,0.0,656987.0,740389456.0,1986024.0,744753691.0,731833475.0
1336,182923.0,25797.0,28707.0,-2910.0,157126.0,0.0,0.0,15900.0,0.0,0.0,0.0,0.0,2695.0,8844.0,995.0,273.0,0.0,0.0,0.0,0.0,0.0,187103.0,0.0,258967.0,157126.0
1415,2117760.0,274959.0,667772.5,-392813.5,1842801.0,0.0,0.0,46800.0,18300.0,372140.0,9546.0,1194.0,65610.0,6536.0,359.0,0.0,1708.0,96419.0,0.0,0.0,49160.5,2573999.0,263037.0,3130788.0,1842801.0
1471,1536383.0,599594.0,606845.5,-7251.5,936789.0,0.0,0.0,56146.0,0.0,139886.0,8031.0,938.0,26146.0,3109.0,1974.0,30754.0,0.0,229146.0,0.0,0.0,110715.5,1702701.0,261887.0,2191056.0,936789.0
1670,1093411.773,5391.0,25031.0,-19640.0,1086133.0,0.0,0.0,5305.0,4750.0,0.0,2200.0,0.0,1918.0,2338.0,1220.0,5150.0,0.0,890.0,0.0,0.0,1260.0,1120507.0,658.0,1249151.0,1086133.0
1732,531919.0,211360.0,243976.0,-32616.0,320559.0,228.0,784.0,80143.0,12497.0,0.0,14538.0,2747.0,3087.0,7310.0,1440.0,13090.0,3510.0,16065.0,0.0,0.0,21808.0,533040.0,39499.0,1298174.0,320559.0
1904,328973.1468,17007.0,59640.0,-42633.0,311952.0,58.0,0.0,4164.0,0.0,0.0,29335.0,2945.0,2724.0,3838.0,547.0,2664.0,0.0,436.0,0.0,0.0,12929.0,390174.0,100235.0,563288.0,311952.0
1905,1535166.495,303500.0,418792.5,-115292.5,1222410.0,0.0,0.0,28386.0,0.0,12413.0,15652.0,7527.0,17872.0,5295.0,471.0,109784.0,1513.0,3460.0,0.0,188701.0,27718.5,1687751.0,408792.0,2398899.0,1222410.0
2071,309378.0,112781.0,157531.0,-44750.0,196597.0,0.0,0.0,23800.0,0.0,116647.0,733.0,0.0,5694.0,1426.0,1750.0,938.0,0.0,1365.0,0.0,0.0,5178.0,361646.0,3193.0,534503.0,196597.0
2087,4404149.0,407389.0,962540.0,-555151.0,3996760.0,0.0,0.0,10679.0,0.0,67451.0,2754.0,307.0,18015.0,1715.0,1405.0,0.0,0.0,855507.0,0.0,0.0,4707.0,4969018.0,6752.0,5119952.0,3996760.0
2217,280597.0904,123316.0,170146.5,-46830.5,148025.0,0.0,0.0,17289.0,0.0,59000.0,0.0,1897.0,2294.0,6041.0,1426.0,619.0,0.0,2005.0,0.0,75718.0,3857.5,337397.0,2796.0,408140.0,148025.0
2304,5331889.0,40997.0,98272.5,-57275.5,5290892.0,0.0,2004.0,6883.0,0.0,34465.0,750.0,0.0,4377.0,4927.0,1160.0,12098.0,0.0,7639.0,0.0,0.0,23969.5,5465273.0,50325.0,6029148.0,5290892.0
2428,1499147.0,195534.0,339014.0,-143480.0,1303613.0,0.0,537.0,10818.0,3170.0,226237.0,0.0,2050.0,13694.0,2370.0,1812.0,19558.0,14046.0,8207.0,0.0,0.0,36515.0,1698794.0,60664.0,1867217.0,1303613.0
2602,766522.0,-35390.0,180614.0,-216004.0,801912.0,34.0,1621.0,20360.0,4553.0,104012.0,7290.0,947.0,1489.0,9953.0,103.0,11632.0,0.0,2793.0,0.0,0.0,15827.0,1025949.0,234836.0,1373294.0,801912.0
2940,6619199.82,3006486.0,3212875.0,-206389.0,3506421.0,0.0,32715.0,175161.0,676.0,872169.0,1417.0,110408.0,431141.0,82649.0,14851.0,57578.0,146986.0,68843.0,0.0,0.0,1218281.0,8071993.0,1211535.0,12750530.0,3506421.0
2973,8283611.239,3286310.0,3402457.5,-116147.5,4999988.0,0.0,19894.0,12830.0,0.0,1018884.0,29112.0,15912.0,376138.0,66462.0,32509.0,544507.0,6632.0,17418.0,0.0,0.0,6665.5,7236994.0,473318.0,9673688.0,4999988.0
3102,1609575.0,478002.0,560347.0,-82345.0,1131573.0,0.0,0.0,56389.0,0.0,40356.0,31525.0,3738.0,5949.0,7211.0,1372.0,5926.0,0.0,21184.0,0.0,346189.0,40508.0,1776141.0,282502.0,2492508.0,1131573.0
3323,1979525.0,376270.0,432922.5,-56652.5,1603255.0,1062.0,10119.0,0.0,1004.0,60000.0,605.0,4776.0,46692.0,4226.0,4795.0,97661.0,0.0,79996.0,0.0,2986.0,119000.5,2168406.0,0.0,2508980.0,1603255.0
3346,2875915.0,60196.0,64197.0,-4001.0,2815719.0,54.0,0.0,12380.0,0.0,0.0,17620.0,50.0,2633.0,4409.0,1841.0,13.0,0.0,7420.0,0.0,0.0,17777.0,2941047.0,92024.0,3127092.0,2815719.0
3541,2056531.0,326531.0,459900.0,-133369.0,1730000.0,2000.0,4000.0,15000.0,0.0,54000.0,1500.0,300.0,84000.0,60000.0,4000.0,90000.0,25000.0,120000.0,0.0,0.0,100.0,2214375.0,4040.0,2616289.0,1730000.0
3559,348291.6339,199319.0,606555.5,-407236.5,165005.0,0.0,0.0,348874.0,0.0,52029.0,38554.0,0.0,1799.0,67821.0,214.0,0.0,0.0,35362.0,0.0,0.0,50963.5,817026.0,13814291.0,14868317.0,165005.0
3592,132645.0,66083.0,71205.0,-5122.0,66562.0,0.0,2200.0,1000.0,0.0,51500.0,0.0,2400.0,2500.0,1400.0,55.0,2100.0,2600.0,500.0,950.0,3500.0,500.0,138797.0,5700.0,144497.0,66562.0
3745,799055.4346,214801.0,423900.0,-209099.0,621760.0,0.0,0.0,31327.0,0.0,174695.0,7278.0,10907.0,8923.0,18732.0,3344.0,474.0,0.0,13339.0,0.0,82853.0,72028.0,1240678.0,607108.0,2373754.0,621760.0
3843,328978.2784,56770.0,62116.0,-5346.0,272206.0,0.0,0.0,0.0,10969.0,29800.0,0.0,0.0,400.0,0.0,720.0,0.0,0.0,0.0,0.0,20227.0,0.0,334322.0,22383.0,356705.0,272206.0
3926,82767.0,-40954.0,151723.5,-192677.5,123721.0,0.0,23.0,38519.0,0.0,4400.0,74227.0,14864.0,2001.0,1914.0,594.0,0.0,0.0,11778.0,0.0,0.0,3403.5,429731.0,8832.0,586205.0,123721.0
3970,414368.0,41870.0,87544.5,-45674.5,372498.0,0.0,2645.0,745.0,0.0,0.0,0.0,3439.0,21618.0,0.0,8610.0,1510.0,0.0,44144.0,0.0,0.0,4833.5,470125.0,4256889.0,6906253.0,372498.0
4188,813248.2792,310286.0,505787.5,-195501.5,497546.0,1981.0,451.0,160539.0,0.0,1131.0,76101.0,3741.0,6549.0,9879.0,1586.0,11558.0,39316.0,65939.0,0.0,19685.0,107331.5,1184146.0,67938.0,1578793.0,497546.0
4216,2841695.0,255460.0,626053.0,-370593.0,2586235.0,46.0,0.0,9475.0,3832.0,15664.0,729.0,2128.0,1301.0,445.0,445.0,1124.0,31106.0,4594.0,0.0,0.0,9804.0,2695001.0,129233.0,2888554.0,2586235.0
4343,332267.1141,-2048837.0,90863.0,-2139700.0,2386520.0,0.0,0.0,58902.0,0.0,0.0,769.0,8570.0,8690.0,9205.0,2554.0,0.0,0.0,2173.0,0.0,0.0,0.0,2478678.0,149790.0,2838498.0,2386520.0
4351,19920767.0,1043049.0,2357935.5,-1314886.5,18877718.0,0.0,342717.0,52879.0,0.0,177776.0,31537.0,144632.0,51644.0,112292.0,13054.0,840937.0,330737.0,187534.0,0.0,0.0,72196.5,21456227.0,255937.0,23332609.0,18877718.0
4450,3252462.0,148444.0,3874712.5,-3726268.5,3104018.0,0.0,0.0,29833.0,0.0,399980.0,385210.0,0.0,50103.0,175635.0,18722.0,37023.0,43541.0,2559541.0,0.0,0.0,175124.5,7347033.0,307581.0,10519898.0,3104018.0
4495,71722833.4,8305274.0,8346387.5,-41113.5,63487665.0,0.0,0.0,2235350.0,199880.0,21993.0,344873.0,6776.0,3496.0,152309.0,1.0,2788554.0,1281277.0,12488.0,0.0,0.0,295760.5,71809352.0,1750574.0,77595492.0,63487665.0
4532,1204578.0,376010.0,2297870.0,-1921860.0,828568.0,803.0,0.0,395958.0,0.0,500781.0,57543.0,28112.0,660631.0,22533.0,56741.0,78193.0,19097.0,103335.0,0.0,92728.0,281415.0,4089968.0,1661083.0,7134983.0,828568.0
4697,375169.0,110726.0,321346.0,-210620.0,264443.0,0.0,121.0,88744.0,0.0,68884.0,11153.0,8249.0,11390.0,21836.0,694.0,10479.0,0.0,14231.0,0.0,50336.0,35229.0,646246.0,112011.0,1477975.0,264443.0
4699,1489540.0,275127.0,389719.5,-114592.5,1214413.0,170.0,2040.0,262482.0,2100.0,660.0,20615.0,3145.0,1623.0,20541.0,1254.0,54567.0,450.0,18360.0,0.0,0.0,1712.5,1632832.0,662885.0,2527488.0,1214413.0
4707,2775685.871,-58681.0,63022.0,-121703.0,2808328.0,0.0,0.0,17984.0,0.0,30000.0,0.0,0.0,7878.0,3713.0,2760.0,150.0,0.0,0.0,0.0,0.0,537.0,2887932.0,3822.0,3150284.0,2808328.0
4814,2455000.0,263766.0,292459.0,-28693.0,2191234.0,0.0,0.0,29020.0,0.0,14965.0,57154.0,9584.0,42274.0,10854.0,30274.0,28544.0,0.0,40518.0,0.0,0.0,29272.0,2713742.0,0.0,3147215.0,2191234.0
5528,246314.0794,-42755.0,90430.0,-133185.0,298325.0,605.0,0.0,42000.0,0.0,12000.0,1513.0,858.0,2407.0,3126.0,4000.0,4342.0,707.0,3514.0,2939.0,12000.0,419.0,391995.0,185922.0,646739.0,298325.0
5537,53676.0,37973.0,205022.0,-167049.0,15703.0,891.0,1443.0,16085.0,0.0,7581.0,19615.0,9215.0,22094.0,6508.0,3158.0,6380.0,0.0,18327.0,0.0,0.0,6030.0,208999.0,5753.0,338340.0,15703.0
5580,615093.0,197251.0,211960.5,-14709.5,404605.0,0.0,0.0,34757.0,0.0,10884.0,3912.0,3174.0,5265.0,10350.0,1908.0,3132.0,579.0,6053.0,0.0,0.0,9637.5,525780.0,754082.0,1444507.0,417842.0
5652,3980653.686,862123.0,1015469.5,-153346.5,3063801.0,3463.0,40121.0,0.0,0.0,693166.0,594.0,2449.0,58706.0,4088.0,10011.0,5550.0,8472.0,24518.0,0.0,0.0,164331.5,4259150.0,69847.0,4672577.0,3063801.0
5732,24215.0,13161.0,25270.0,-12109.0,11054.0,0.0,0.0,7685.0,0.0,13521.0,0.0,912.0,2000.0,0.0,1152.0,0.0,0.0,0.0,0.0,0.0,0.0,36324.0,5851.0,130753.0,11054.0
5770,1960009.0,203573.0,417709.5,-214136.5,1698378.0,0.0,0.0,62633.0,0.0,117330.0,14824.0,22743.0,8567.0,7469.0,2724.0,2266.0,2567.0,76056.0,0.0,0.0,100530.5,2414367.0,193928.0,4137689.0,1756436.0
5891,81083010.0,11179475.0,14747989.0,-3568514.0,69903535.0,36.0,98783.0,105456.0,2398.0,11017990.0,8363.0,185804.0,1269033.0,74495.0,35037.0,432316.0,278687.0,321757.0,0.0,37450.0,880384.0,86063240.0,84712429.0,226430219.0,69903535.0
5896,343860.0,112967.0,184568.0,-71601.0,230893.0,0.0,0.0,102738.0,0.0,52519.0,2033.0,2579.0,1948.0,4596.0,1523.0,202.0,0.0,3445.0,0.0,0.0,12985.0,431405.0,23028.0,555234.0,230893.0
6084,593641.0,-437969.0,39488.0,-477457.0,1031610.0,0.0,0.0,2863.0,0.0,28120.0,1822.0,0.0,3864.0,199.0,400.0,380.0,0.0,1810.0,0.0,0.0,30.0,1074143.0,121.0,1093250.0,1031610.0
6102,2128536.531,483804.0,1018374.0,-534570.0,1639000.0,605.0,0.0,75683.0,0.0,220949.0,41274.0,20456.0,4240.0,12687.0,2708.0,42431.0,413821.0,17266.0,0.0,0.0,39334.0,2595445.0,63106.0,3093809.0,1639000.0
6122,1858296.0,524744.0,550062.0,-25318.0,1333552.0,694.0,0.0,386141.0,0.0,84918.0,14922.0,0.0,14068.0,9032.0,3415.0,384.0,0.0,19374.0,0.0,0.0,17114.0,1924692.0,71410.0,2318895.0,1333552.0
6154,7424551.393,-121315.0,951838.0,-1073153.0,7555120.0,0.0,0.0,42142.0,0.0,91822.0,78963.0,0.0,14400.0,20426.0,6000.0,11306.0,175908.0,0.0,0.0,354257.0,156614.0,8767256.0,106722.0,11921073.0,7555120.0
6185,61149682.0,2031786.0,6679950.0,-4648164.0,59117896.0,0.0,0.0,237988.0,0.0,46869.0,98834.0,16664.0,2849.0,53080.0,77.0,0.0,2897113.0,33041.0,0.0,0.0,1008120.0,65051677.0,311125.0,68004718.0,59117896.0
6206,34126008.52,-108720.0,4977457.0,-5086177.0,34240452.0,120.0,0.0,0.0,0.0,86982.0,68940.0,0.0,500.0,733.0,600.0,126595.0,1672056.0,78677.0,44244.0,2750672.0,0.0,39495602.0,34240452.0,74719894.0,34240452.0
6283,54847484.68,-2023383.0,98184.5,-2121567.5,56861594.0,0.0,15338.0,24906.0,0.0,36702.0,0.0,0.0,1865.0,1270.0,1352.0,11162.0,0.0,0.0,0.0,0.0,5589.5,57436059.0,0.0,57491703.0,56861594.0
6295,427714.5543,250188.0,282488.0,-32300.0,176282.0,0.0,0.0,0.0,0.0,254020.0,587.0,2269.0,1580.0,0.0,855.0,0.0,0.0,2758.0,0.0,0.0,20419.0,486006.0,31618.0,593224.0,176282.0
6338,21490958.0,641347.0,694038.0,-52691.0,20849611.0,556.0,0.0,42000.0,0.0,10256.0,5850.0,3860.0,3695.0,2396.0,925.0,611726.0,0.0,10586.0,0.0,0.0,2188.0,21617290.0,0.0,22000876.0,20849611.0
6512,1302720.0,-130511.0,303142.0,-433653.0,1433231.0,15.0,180.0,8278.0,97478.0,30866.0,0.0,69.0,49675.0,2349.0,1080.0,19879.0,6833.0,3906.0,0.0,0.0,82534.0,1829629.0,29861.0,2214246.0,1433231.0
6546,18074.0,5753.0,14659.0,-8906.0,12321.0,0.0,0.0,0.0,0.0,14400.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,257.0,29176.0,998.0,30174.0,12321.0
6549,370152.0,150009.0,165747.5,-15738.5,220143.0,538.0,0.0,92985.0,55471.0,13.0,0.0,1373.0,7397.0,4362.0,1623.0,0.0,0.0,0.0,0.0,0.0,1985.5,387876.0,0.0,565422.0,220143.0
6722,7992431.744,373483.0,2085313.5,-1711830.5,7624362.0,0.0,23491.0,474630.0,18432.0,614544.0,314759.0,0.0,2400.0,83200.0,268.0,205.0,138755.0,34204.0,376137.0,493.0,3795.5,10228537.0,261906.0,13094639.0,7624362.0
6814,196343222.3,6135463.0,38796700.0,-32661237.0,190216952.0,0.0,0.0,2825813.0,0.0,786010.0,271192.0,2152374.0,23544.0,339149.0,37073.0,11495777.0,3057520.0,559140.0,0.0,11025458.0,2102842.0,229631692.0,8223353.0,296335908.0,190216952.0
6880,25383.0,5087.0,6265.0,-1178.0,20296.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,1320.0,1230.0,715.0,0.0,0.0,0.0,0.0,0.0,0.0,26561.0,0.0,26561.0,20296.0
6924,3727.0,963.0,22362.5,-21399.5,2764.0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,4060.0,1346.0,1912.0,1.0,0.0,2609.0,0.0,9926.0,2477.5,27604.0,411.0,42411.0,2764.0
7110,216586.0,31899.0,92360.5,-60461.5,184687.0,1.0,0.0,2100.0,0.0,62641.0,17419.0,3285.0,1.0,2684.0,1.0,0.0,0.0,0.0,0.0,0.0,4228.5,285341.0,180060.0,465401.0,184687.0
7135,53764.00804,-40198.0,24539.0,-64737.0,93962.0,0.0,0.0,4797.0,0.0,12425.0,0.0,2441.0,1315.0,204.0,825.0,1943.0,589.0,0.0,0.0,0.0,0.0,119779.0,399.0,196691.0,93962.0
7246,493666.0,125998.0,444976.5,-318978.5,367668.0,0.0,0.0,110893.0,0.0,0.0,1693.0,139218.0,64309.0,28787.0,10157.0,1684.0,3569.0,28656.0,0.0,0.0,47716.5,880904.0,897325.0,2547445.0,367668.0
7273,397056.1291,201782.0,388648.0,-186866.0,195273.0,29.0,0.0,252528.0,360.0,6122.0,9964.0,4869.0,5202.0,1057.0,1130.0,8361.0,3943.0,41216.0,0.0,0.0,53867.0,645842.0,6624783.0,7352399.0,195273.0
7618,419965.0,27690.0,48664.5,-20974.5,392275.0,1.0,0.0,8680.0,0.0,1.0,0.0,598.0,7895.0,2500.0,3120.0,1694.0,0.0,19488.0,0.0,0.0,4687.5,450127.0,0.0,626537.0,392275.0
7951,2289565.0,-194475.0,299827.0,-494302.0,2484040.0,0.0,0.0,39908.0,0.0,98140.0,18423.0,14440.0,25886.0,34179.0,725.0,14710.0,14115.0,5747.0,0.0,0.0,33554.0,2859508.0,191914.0,3994846.0,2484040.0
8013,2204143.0,-517892.0,40756.0,-558648.0,2722035.0,0.0,50.0,18000.0,0.0,13200.0,3840.0,51.0,1420.0,1540.0,2560.0,0.0,0.0,0.0,0.0,0.0,95.0,2777886.0,2110.0,2988697.0,2722035.0
8268,396670.0,83607.0,215510.0,-131903.0,313063.0,0.0,0.0,68507.0,1900.0,55000.0,19073.0,4730.0,6535.0,9652.0,1609.0,11621.0,80.0,36053.0,0.0,0.0,750.0,653341.0,274106.0,1220548.0,313063.0
8369,334521.721,224213.0,779032.0,-554819.0,109802.0,0.0,0.0,26742.0,0.0,576049.0,65751.0,0.0,4496.0,0.0,759.0,5708.0,0.0,120.0,0.0,0.0,99407.0,1032557.0,369035.0,1430804.0,109802.0
8371,1104101.0,66852.0,95208.0,-28356.0,1037249.0,254.0,0.0,43700.0,0.0,0.0,0.0,0.0,32483.0,2529.0,1971.0,0.0,736.0,6275.0,0.0,0.0,7260.0,1255879.0,287507.0,1830035.0,1037249.0
8433,2852350.192,427256.0,429728.5,-2472.5,2409056.0,0.0,0.0,157442.0,0.0,161898.0,7718.0,4919.0,5336.0,19604.0,940.0,11251.0,0.0,22474.0,0.0,0.0,38146.5,3067812.0,186543.0,3794302.0,2409056.0
8635,27039915.71,457510.0,1356092.0,-898582.0,26573141.0,0.0,0.0,968522.0,0.0,162329.0,58179.0,15652.0,67730.0,13729.0,5037.0,2665.0,0.0,59087.0,0.0,0.0,3162.0,27940822.0,66447.0,29150253.0,26573141.0
9272,5227777.0,14156.0,237893.5,-223737.5,5213621.0,0.0,50560.0,31166.0,0.0,44187.0,9204.0,125.0,62647.0,13933.0,1857.0,320.0,2634.0,10587.0,0.0,0.0,10673.5,5591373.0,208277.0,6323087.0,5213621.0
9348,320662.5836,-76929.0,43394.5,-120323.5,397591.0,0.0,0.0,6743.0,5573.0,10136.0,0.0,53.0,425.0,309.0,207.0,320.0,0.0,3602.0,0.0,0.0,16026.5,462044.0,8317.0,595929.0,397591.0
9485,1250264.0,29948.0,91094.5,-61146.5,1220316.0,0.0,2756.0,0.0,0.0,64200.0,3473.0,0.0,14784.0,1580.0,1137.0,0.0,0.0,430.0,0.0,0.0,2734.5,1317079.0,0.0,1510274.0,1220316.0
9520,13721854.0,779448.0,886635.0,-107187.0,12942406.0,14.0,0.0,66579.0,0.0,5195.0,0.0,42721.0,6146.0,0.0,196.0,758868.0,633.0,6283.0,0.0,0.0,0.0,13845538.0,9144.0,13925618.0,12942406.0
9689,298175.0961,11083.0,285211.0,-274128.0,296348.0,0.0,0.0,75305.0,0.0,87443.0,19507.0,38963.0,5333.0,16280.0,1176.0,30189.0,0.0,2050.0,0.0,0.0,8965.0,597200.0,45284.0,1171723.0,296348.0
9690,905869.0,97438.0,141908.5,-44470.5,808431.0,60.0,0.0,28069.0,40.0,102638.0,216.0,1104.0,1134.0,2229.0,237.0,43.0,0.0,0.0,0.0,0.0,6138.5,987774.0,12708.0,1169416.0,808431.0
9763,6579655.259,570010.0,722915.5,-152905.5,6004227.0,0.0,0.0,29458.0,300322.0,184775.0,4079.0,5715.0,9314.0,26325.0,100.0,47976.0,51523.0,1890.0,0.0,28792.0,32646.5,6787221.0,1386457.0,8268885.0,6004227.0
9770,7194799.0,840487.0,1105351.0,-264864.0,6354312.0,0.0,300777.0,15809.0,166015.0,804.0,1238.0,3946.0,12008.0,4206.0,123.0,311802.0,0.0,284142.0,0.0,0.0,4481.0,7464144.0,0.0,8277335.0,6354312.0
9876,559385.0,16068.0,44008.5,-27940.5,543317.0,0.0,2996.0,250.0,0.0,20000.0,3638.0,0.0,5319.0,2394.0,103.0,0.0,820.0,2964.0,0.0,0.0,5524.5,598742.0,7027.0,815548.0,543317.0
646,399464517.0,175142377.7,85594390.17,89547987.5,224322139.3,794.0,625794.6667,615845.3333,135767.3333,17518947.67,271178.6667,1530872.667,5283607.0,808957.3333,141723.0,5120286.333,4442316.667,2734989.333,18393.0,19573102.33,8171142.833,305550095.0,28745723.67,397148062.3,224322139.3
692,87324749.67,14430244.67,4072768.833,10357475.83,72894505.0,76.66666667,112962.6667,61527.0,0.0,1036667.0,33329.33333,225082.3333,470184.0,89755.33333,22552.33333,653948.6667,334112.3333,313935.6667,0.0,53684.0,279648.1667,77666188.0,3578384.0,85360691.0,72894505.0
714,378679162.0,112269603.7,46719031.17,65550572.5,266409558.3,544.0,213557.0,372953.0,18833.66667,6426921.0,5939606.333,691648.3333,6102511.667,1138755.333,263349.6667,1457241.667,2977188.333,7500217.0,0.0,0.0,4432194.5,311878800.0,7966053.0,359289525.3,266409558.3
848,35327325.33,13611718.67,4580406.667,9031312.0,21715606.67,16.33333333,34201.33333,472821.0,0.0,2678971.667,34326.33333,75605.33333,328835.0,167855.0,11856.0,304168.6667,49642.66667,215059.3333,0.0,0.0,207048.0,26865252.67,710855.3333,32609855.33,21715606.67
1398,4516899.0,1518790.667,677071.3333,841719.3333,2998108.333,31.0,5329.333333,93071.66667,0.0,319894.6667,4908.0,6667.666667,24152.66667,10556.33333,13613.66667,90683.66667,45289.0,28104.66667,9478.333333,0.0,25290.66667,3729053.0,68234.33333,4395908.0,2998108.333
1858,414916386.7,57953711.67,18647008.33,39306703.33,355445515.3,2080.0,46077.33333,630145.6667,884336.0,5791505.0,292428.0,494366.3333,606112.6667,547403.0,44381.0,938341.0,4147576.667,544576.3333,36070.0,0.0,958096.3333,379568446.7,14882742.33,407668695.0,356962675.0
3710,427421297.0,116945233.7,33439690.5,83505543.17,310470512.3,0.0,164.6666667,2901927.0,2108498.0,356747.6667,472478.0,417954.6667,643407.3333,618650.6667,54376.0,6932559.667,3488731.667,1514259.333,11374.66667,3381744.0,3865139.833,345136327.7,13639473.33,386242772.0,310476063.3
3853,483881100.3,81235514.67,14278703.33,66956811.33,402645585.7,105972.3333,74838.0,769574.6667,43651.66667,1663685.333,960927.0,40241.66667,294047.3333,236563.3333,22038.66667,5734011.333,314915.3333,1403313.0,0.0,0.0,2017116.0,421258505.0,2042451939.0,2476501970.0,402645585.7
3940,267129020.0,93484913.67,39901008.83,53583904.83,173400543.3,6.0,463034.6667,1322692.0,717908.6667,5754954.0,452748.0,663974.3333,1441501.0,475603.3333,235191.3333,6603219.667,1962282.667,2513356.0,0.0,280003.0,1228615.5,201650398.0,8206717.667,233842874.0,173644106.3
3981,704554707.3,252779839.3,120003548.5,132776290.8,451774868.0,4758.666667,4063406.0,6774899.333,5341555.0,35129058.0,424945.3333,3564530.333,6052459.667,944767.3333,133410.3333,5297156.667,8600960.0,9942698.0,16093751.33,2595886.0,9088681.833,582354695.7,36582957.67,666929432.7,451774868.0
