No,Water Meter ID,Reading ID,Reading Value,Reading Date,Previous Reading Value,Previous Reading Date,Reading Frequency,Reader ID,Type of Contract,Reading Validity,Certification on the ERP,Final Billing,Reason for Reading
482,IT-WM-478,READ-482,789.01,11/06/2024,756.34,11/05/2024,Monthly,READER-04,Industrial,Valid,Yes,789.01,
483,IT-WM-479,READ-483,901.23,12/06/2024,867.45,12/05/2024,Bimonthly,READER-01,Residential,Valid,Yes,,
484,IT-WM-480,READ-484,234.56,13/06/2024,223.78,13/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
485,IT-WM-481,READ-485,456.78,14/06/2024,445.67,14/05/2024,Monthly,READER-05,Commercial,Valid,Yes,456.78,
486,IT-WM-482,READ-486,678.90,15/06/2024,667.89,15/05/2024,Monthly,READER-02,Industrial,Valid,Yes,678.90,Routine
487,IT-WM-483,READ-487,890.12,16/06/2024,889.01,16/05/2024,Monthly,READER-04,Residential,Valid,Yes,,
488,IT-WM-484,READ-488,123.45,17/06/2024,111.23,17/05/2024,Bimonthly,READER-01,Residential,Valid,Yes,123.45,Routine
489,IT-WM-485,READ-489,345.67,18/06/2024,333.45,18/05/2024,Monthly,READER-03,Commercial,Valid,Yes,345.67,
490,IT-WM-486,READ-490,567.89,19/06/2024,555.67,19/05/2024,Monthly,READER-05,Industrial,Valid,Yes,567.89,Routine
491,IT-WM-487,READ-491,789.01,20/06/2024,777.89,20/05/2024,Monthly,READER-02,Residential,Valid,Yes,,
492,IT-WM-488,READ-492,901.23,21/06/2024,899.01,21/05/2024,Monthly,READER-04,Residential,Valid,Yes,901.23,Routine
493,IT-WM-489,READ-493,123.45,22/06/2024,111.23,22/05/2024,Bimonthly,READER-01,Commercial,Valid,Yes,123.45,
494,IT-WM-490,READ-494,234.56,23/06/2024,222.34,23/05/2024,Monthly,READER-03,Industrial,Valid,Yes,234.56,Routine
495,IT-WM-491,READ-495,456.78,24/06/2024,444.56,24/05/2024,Monthly,READER-05,Residential,Valid,Yes,,
496,IT-WM-492,READ-496,678.90,25/06/2024,666.78,25/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.90,Routine
497,IT-WM-493,READ-497,890.12,26/06/2024,888.90,26/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,
498,IT-WM-494,READ-498,123.45,27/06/2024,111.23,27/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
499,IT-WM-495,READ-499,234.56,28/06/2024,222.34,28/05/2024,Monthly,READER-03,Residential,Valid,Yes,,
500,IT-WM-496,READ-500,456.78,29/06/2024,444.56,29/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
