No,Water Meter ID,Reading ID,Reading Value,Reading Date,Previous Reading Value,Previous Reading Date,Reading Frequency,Reader ID,Type of Contract,Reading Validity,Certification on the ERP,Final Billing,Reason for Reading
33,IT-WM-029,READ-033,901.23,12/02/2024,867.45,12/01/2024,Bimonthly,READER-01,Residential,Valid,Yes,901.23,Routine
34,IT-WM-030,READ-034,234.56,13/02/2024,223.78,13/01/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
35,IT-WM-031,READ-035,456.78,14/02/2024,445.67,14/01/2024,Monthly,READER-05,Commercial,Valid,Yes,456.78,Routine
36,IT-WM-032,READ-036,678.90,15/02/2024,667.89,15/01/2024,Monthly,READER-02,Industrial,Valid,Yes,678.90,Routine
37,IT-WM-033,READ-037,890.12,16/02/2024,889.01,16/01/2024,Monthly,READER-04,Residential,Valid,Yes,890.12,Routine
38,IT-WM-034,READ-038,123.45,17/02/2024,111.23,17/01/2024,Bimonthly,READER-01,Residential,Valid,Yes,123.45,Routine
39,IT-WM-035,READ-039,345.67,18/02/2024,333.45,18/01/2024,Monthly,READER-03,Commercial,Valid,Yes,345.67,Routine
40,IT-WM-036,READ-040,567.89,19/02/2024,555.67,19/01/2024,Monthly,READER-05,Industrial,Valid,Yes,567.89,Routine
41,IT-WM-037,READ-041,789.01,20/02/2024,777.89,20/01/2024,Monthly,READER-02,Residential,Valid,Yes,789.01,Routine
42,IT-WM-038,READ-042,901.23,21/02/2024,899.01,21/01/2024,Monthly,READER-04,Residential,Valid,Yes,901.23,Routine
43,IT-WM-039,READ-043,123.45,22/02/2024,111.23,22/01/2024,Bimonthly,READER-01,Commercial,Valid,Yes,123.45,Routine
44,IT-WM-040,READ-044,234.56,23/02/2024,222.34,23/01/2024,Monthly,READER-03,Industrial,Valid,Yes,234.56,Routine
45,IT-WM-041,READ-045,456.78,24/02/2024,444.56,24/01/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
46,IT-WM-042,READ-046,678.90,25/02/2024,666.78,25/01/2024,Monthly,READER-02,Residential,Valid,Yes,678.90,Routine
47,IT-WM-043,READ-047,890.12,26/02/2024,888.90,26/01/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
48,IT-WM-044,READ-048,123.45,27/02/2024,111.23,27/01/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
49,IT-WM-045,READ-049,234.56,28/02/2024,222.34,28/01/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
50,IT-WM-046,READ-050,456.78,29/02/2024,444.56,29/01/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
