No,Water Meter ID,Reading ID,Reading Value,Reading Date,Previous Reading Value,Previous Reading Date,Reading Frequency,Reader ID,Type of Contract,Reading Validity,Certification on the ERP,Final Billing,Reason for Reading
19,IT-WM-016,READ-019,89.45,2024-01-30,78.9,2023-12-30,monthly,READER-01,residential,True,True,89.45,Routine
20,IT-WM-017,READ-020,567.89,2024-01-31,510.25,2023-12-31,monthly,READER-05,residential,True,True,234.56,Routine
21,IT-WM-018,READ-021,123.0,2024-02-01,115.8,2024-01-01,monthly,READER-02,residential,True,True,123.0,Routine
22,IT-WM-019,READ-022,789.01,2024-02-02,745.6,2024-01-02,bimonthly,READER-04,residential,True,True,198.75,Routine
23,IT-WM-020,READ-023,234.0,2024-02-03,210.45,2024-01-03,monthly,READER-01,residential,True,True,234.0,Routine
24,IT-WM-003,READ-024,250.75,2024-02-17,210.45,2023-12-17,monthly,READER-03,residential,True,True,178.9,Estimated
25,IT-WM-021,READ-025,456.23,2024-02-04,430.1,2024-01-04,monthly,READER-05,residential,True,True,456.23,Routine
26,IT-WM-022,READ-026,0.0,2024-02-05,0.0,2024-01-05,monthly,READER-02,residential,True,True,0.0,Property Vacant
27,IT-WM-023,READ-027,678.34,2024-02-06,645.2,2024-01-06,monthly,READER-04,residential,True,True,500.0,Routine
28,IT-WM-024,READ-028,890.12,2024-02-07,856.78,2024-01-07,bimonthly,READER-01,residential,True,True,500.0,Routine
29,IT-WM-025,READ-029,123.78,2024-02-08,115.45,2024-01-08,monthly,READER-03,residential,True,True,123.78,Routine
30,IT-WM-026,READ-030,345.67,2024-02-09,320.89,2024-01-09,monthly,READER-05,residential,True,True,345.67,Routine
31,IT-WM-027,READ-031,567.89,2024-02-10,534.12,2024-01-10,monthly,READER-02,residential,True,True,500.0,Routine
32,IT-WM-028,READ-032,789.01,2024-02-11,756.34,2024-01-11,monthly,READER-04,residential,True,True,500.0,Routine
33,IT-WM-029,READ-033,901.23,2024-02-12,867.45,2024-01-12,bimonthly,READER-01,residential,True,True,500.0,Routine
34,IT-WM-030,READ-034,234.56,2024-02-13,223.78,2024-01-13,monthly,READER-03,residential,True,True,234.56,Routine
35,IT-WM-031,READ-035,456.78,2024-02-14,445.67,2024-01-14,monthly,READER-05,residential,True,True,456.78,Routine
36,IT-WM-032,READ-036,678.9,2024-02-15,667.89,2024-01-15,monthly,READER-02,residential,True,True,500.0,Routine
37,IT-WM-033,READ-037,890.12,2024-02-16,889.01,2024-01-16,monthly,READER-04,residential,True,True,500.0,Routine
38,IT-WM-034,READ-038,123.45,2024-02-17,111.23,2024-01-17,bimonthly,READER-01,residential,True,True,123.45,Routine
39,IT-WM-035,READ-039,345.67,2024-02-18,333.45,2024-01-18,monthly,READER-03,residential,True,True,345.67,Routine
40,IT-WM-036,READ-040,567.89,2024-02-19,555.67,2024-01-19,monthly,READER-05,residential,True,True,500.0,Routine
41,IT-WM-037,READ-041,789.01,2024-02-20,777.89,2024-01-20,monthly,READER-02,residential,True,True,500.0,Routine
42,IT-WM-038,READ-042,901.23,2024-02-21,899.01,2024-01-21,monthly,READER-04,residential,True,True,500.0,Routine
43,IT-WM-039,READ-043,123.45,2024-02-22,111.23,2024-01-22,bimonthly,READER-01,residential,True,True,123.45,Routine
44,IT-WM-040,READ-044,234.56,2024-02-23,222.34,2024-01-23,monthly,READER-03,residential,True,True,234.56,Routine
45,IT-WM-041,READ-045,456.78,2024-02-24,444.56,2024-01-24,monthly,READER-05,residential,True,True,456.78,Routine
46,IT-WM-042,READ-046,678.9,2024-02-25,666.78,2024-01-25,monthly,READER-02,residential,True,True,500.0,Routine
47,IT-WM-043,READ-047,890.12,2024-02-26,888.9,2024-01-26,monthly,READER-04,residential,True,True,500.0,Routine
48,IT-WM-044,READ-048,123.45,2024-02-27,111.23,2024-01-27,bimonthly,READER-01,residential,True,True,123.45,Routine
49,IT-WM-045,READ-049,234.56,2024-02-28,222.34,2024-01-28,monthly,READER-03,residential,True,True,234.56,Routine
50,IT-WM-046,READ-050,456.78,2024-02-29,444.56,2024-01-29,monthly,READER-05,residential,True,True,456.78,Routine
51,IT-WM-047,READ-051,678.9,2024-03-01,656.78,2024-02-01,monthly,READER-02,residential,True,True,500.0,Routine
52,IT-WM-048,READ-052,890.12,2024-03-02,878.9,2024-02-02,monthly,READER-04,residential,True,True,500.0,Routine
53,IT-WM-049,READ-053,123.45,2024-03-03,111.23,2024-02-03,bimonthly,READER-01,residential,True,True,123.45,Routine
54,IT-WM-050,READ-054,234.56,2024-03-04,222.34,2024-02-04,monthly,READER-03,residential,True,True,234.56,Routine
55,IT-WM-051,READ-055,456.78,2024-03-05,444.56,2024-02-05,monthly,READER-05,residential,True,True,456.78,Routine
56,IT-WM-052,READ-056,678.9,2024-03-06,656.78,2024-02-06,monthly,READER-02,residential,True,True,500.0,Routine
57,IT-WM-053,READ-057,890.12,2024-03-07,878.9,2024-02-07,monthly,READER-04,residential,True,True,500.0,Routine
58,IT-WM-054,READ-058,123.45,2024-03-08,111.23,2024-02-08,bimonthly,READER-01,residential,True,True,123.45,Routine
59,IT-WM-055,READ-059,234.56,2024-03-09,222.34,2024-02-09,monthly,READER-03,residential,True,True,234.56,Routine
60,IT-WM-056,READ-060,456.78,2024-03-10,444.56,2024-02-10,monthly,READER-05,residential,True,True,456.78,Routine
61,IT-WM-057,READ-061,0.0,2024-03-11,45.3,2024-02-11,monthly,READER-02,residential,False,True,0.0,Meter Error
62,IT-WM-058,READ-062,789.01,2024-03-12,756.89,2024-02-12,monthly,READER-04,residential,True,True,500.0,Routine
63,IT-WM-059,READ-063,901.23,2024-03-13,890.12,2024-02-13,bimonthly,READER-01,residential,True,True,500.0,Routine
64,IT-WM-060,READ-064,234.56,2024-03-14,223.45,2024-02-14,monthly,READER-03,residential,True,True,234.56,Routine
65,IT-WM-061,READ-065,456.78,2024-03-15,445.67,2024-02-15,monthly,READER-05,residential,True,True,456.78,Routine
66,IT-WM-062,READ-066,678.9,2024-03-16,667.89,2024-02-16,monthly,READER-02,residential,True,True,500.0,Routine
67,IT-WM-063,READ-067,890.12,2024-03-17,889.01,2024-02-17,monthly,READER-04,residential,True,True,500.0,Routine
68,IT-WM-064,READ-068,123.45,2024-03-18,111.23,2024-02-18,bimonthly,READER-01,residential,True,True,123.45,Routine
69,IT-WM-065,READ-069,234.56,2024-03-19,222.34,2024-02-19,monthly,READER-03,residential,True,True,234.56,Routine
70,IT-WM-066,READ-070,456.78,2024-03-20,444.56,2024-02-20,monthly,READER-05,residential,True,True,456.78,Routine
71,IT-WM-067,READ-071,678.9,2024-03-21,656.78,2024-02-21,monthly,READER-02,residential,True,True,500.0,Routine
72,IT-WM-068,READ-072,890.12,2024-03-22,878.9,2024-02-22,monthly,READER-04,residential,True,True,500.0,Routine
73,IT-WM-069,READ-073,123.45,2024-03-23,111.23,2024-02-23,bimonthly,READER-01,residential,True,True,123.45,Routine
74,IT-WM-070,READ-074,234.56,2024-03-24,222.34,2024-02-24,monthly,READER-03,residential,True,True,234.56,Routine
75,IT-WM-071,READ-075,456.78,2024-03-25,444.56,2024-02-25,monthly,READER-05,residential,True,True,456.78,Routine
76,IT-WM-072,READ-076,678.9,2024-03-26,656.78,2024-02-26,monthly,READER-02,residential,True,True,500.0,Routine
77,IT-WM-073,READ-077,890.12,2024-03-27,878.9,2024-02-27,monthly,READER-04,residential,True,True,500.0,Routine
78,IT-WM-074,READ-078,123.45,2024-03-28,111.23,2024-02-28,bimonthly,READER-01,residential,True,True,123.45,Routine
79,IT-WM-075,READ-079,234.56,2024-03-29,222.34,2024-02-29,monthly,READER-03,residential,True,True,234.56,Routine
80,IT-WM-076,READ-080,456.78,2024-03-30,444.56,,monthly,READER-05,residential,True,True,456.78,Routine
81,IT-WM-077,READ-081,678.9,2024-03-31,656.78,,monthly,READER-02,residential,True,True,500.0,Routine
82,IT-WM-078,READ-082,890.12,2024-04-01,878.9,2024-03-01,monthly,READER-04,residential,True,True,500.0,Routine
83,IT-WM-079,READ-083,123.45,2024-04-02,111.23,2024-03-02,bimonthly,READER-01,residential,True,True,123.45,Routine
84,IT-WM-080,READ-084,234.56,2024-04-03,222.34,2024-03-03,monthly,READER-03,residential,True,True,234.56,Routine
85,IT-WM-081,READ-085,456.78,2024-04-04,444.56,2024-03-04,monthly,READER-05,residential,True,True,456.78,Routine
86,IT-WM-082,READ-086,678.9,2024-04-05,656.78,2024-03-05,monthly,READER-02,residential,True,True,500.0,Routine
87,IT-WM-083,READ-087,890.12,2024-04-06,878.9,2024-03-06,monthly,READER-04,residential,True,True,500.0,Routine
88,IT-WM-084,READ-088,123.45,2024-04-07,111.23,2024-03-07,bimonthly,READER-01,residential,True,True,123.45,Routine
89,IT-WM-085,READ-089,234.56,2024-04-08,222.34,2024-03-08,monthly,READER-03,residential,True,True,234.56,Routine
90,IT-WM-086,READ-090,456.78,2024-04-09,444.56,2024-03-09,monthly,READER-05,residential,True,True,456.78,Routine
91,IT-WM-087,READ-091,678.9,2024-04-10,656.78,2024-03-10,monthly,READER-02,residential,True,True,500.0,Routine
92,IT-WM-088,READ-092,890.12,2024-04-11,878.9,2024-03-11,monthly,READER-04,residential,True,True,500.0,Routine
93,IT-WM-089,READ-093,123.45,2024-04-12,111.23,2024-03-12,bimonthly,READER-01,residential,True,True,123.45,Routine
94,IT-WM-090,READ-094,234.56,2024-04-13,222.34,2024-03-13,monthly,READER-03,residential,True,True,234.56,Routine
95,IT-WM-091,READ-095,456.78,2024-04-14,444.56,2024-03-14,monthly,READER-05,residential,True,True,456.78,Routine
96,IT-WM-092,READ-096,678.9,2024-04-15,656.78,2024-03-15,monthly,READER-02,residential,True,True,500.0,Routine
97,IT-WM-093,READ-097,890.12,2024-04-16,878.9,2024-03-16,monthly,READER-04,residential,True,True,500.0,Routine
98,IT-WM-094,READ-098,123.45,2024-04-17,111.23,2024-03-17,bimonthly,READER-01,residential,True,True,123.45,Routine
99,IT-WM-095,READ-099,234.56,2024-04-18,222.34,2024-03-18,monthly,READER-03,residential,True,True,234.56,Routine
100,IT-WM-096,READ-100,456.78,2024-04-19,444.56,2024-03-19,monthly,READER-05,residential,True,True,456.78,Routine
101,IT-WM-097,READ-101,678.9,2024-04-20,656.78,2024-03-20,monthly,READER-02,residential,True,True,500.0,Routine
102,IT-WM-098,READ-102,890.12,2024-04-21,878.9,2024-03-21,monthly,READER-04,residential,True,True,500.0,Routine
103,IT-WM-099,READ-103,123.45,2024-04-22,111.23,2024-03-22,bimonthly,READER-01,residential,True,True,123.45,Routine
104,IT-WM-100,READ-104,234.56,2024-04-23,222.34,2024-03-23,monthly,READER-03,residential,True,True,234.56,Routine
105,IT-WM-101,READ-105,456.78,2024-04-24,444.56,2024-03-24,monthly,READER-05,residential,True,True,456.78,Routine
106,IT-WM-102,READ-106,678.9,2024-04-25,656.78,2024-03-25,monthly,READER-02,residential,True,True,500.0,Routine
107,IT-WM-103,READ-107,890.12,2024-04-26,878.9,2024-03-26,monthly,READER-04,residential,True,True,500.0,Routine
108,IT-WM-104,READ-108,123.45,2024-04-27,111.23,2024-03-27,bimonthly,READER-01,residential,True,True,123.45,Routine
109,IT-WM-105,READ-109,234.56,2024-04-28,222.34,2024-03-28,monthly,READER-03,residential,True,True,234.56,Routine
110,IT-WM-106,READ-110,456.78,2024-04-29,444.56,2024-03-29,monthly,READER-05,residential,True,True,456.78,Routine
111,IT-WM-107,READ-111,678.9,2024-04-30,656.78,2024-03-30,monthly,READER-02,residential,True,True,500.0,Routine
112,IT-WM-108,READ-112,890.12,2024-05-01,878.9,2024-04-01,monthly,READER-04,residential,True,True,500.0,Routine
113,IT-WM-109,READ-113,123.45,2024-05-02,111.23,2024-04-02,bimonthly,READER-01,residential,True,True,123.45,Routine
114,IT-WM-110,READ-114,234.56,2024-05-03,222.34,2024-04-03,monthly,READER-03,residential,True,True,234.56,Routine
115,IT-WM-111,READ-115,456.78,2024-05-04,444.56,2024-04-04,monthly,READER-05,residential,True,True,456.78,Routine
116,IT-WM-112,READ-116,678.9,2024-05-05,656.78,2024-04-05,monthly,READER-02,residential,True,True,500.0,Routine
117,IT-WM-113,READ-117,890.12,2024-05-06,878.9,2024-04-06,monthly,READER-04,residential,True,True,500.0,Routine
118,IT-WM-114,READ-118,123.45,2024-05-07,111.23,2024-04-07,bimonthly,READER-01,residential,True,True,123.45,Routine
119,IT-WM-115,READ-119,234.56,2024-05-08,222.34,2024-04-08,monthly,READER-03,residential,True,True,234.56,Routine
120,IT-WM-116,READ-120,456.78,2024-05-09,444.56,2024-04-09,monthly,READER-05,residential,True,True,456.78,Routine
121,IT-WM-117,READ-121,678.9,2024-05-10,656.78,2024-04-10,monthly,READER-02,residential,True,True,500.0,Routine
122,IT-WM-118,READ-122,890.12,2024-05-11,878.9,2024-04-11,monthly,READER-04,residential,True,True,500.0,Routine
123,IT-WM-119,READ-123,123.45,2024-05-12,111.23,2024-04-12,bimonthly,READER-01,residential,True,True,123.45,Routine
124,IT-WM-120,READ-124,234.56,2024-05-13,222.34,2024-04-13,monthly,READER-03,residential,True,True,234.56,Routine
125,IT-WM-121,READ-125,456.78,2024-05-14,444.56,2024-04-14,monthly,READER-05,residential,True,True,456.78,Routine
126,IT-WM-122,READ-126,678.9,2024-05-15,656.78,2024-04-15,monthly,READER-02,residential,True,True,500.0,Routine
127,IT-WM-123,READ-127,890.12,2024-05-16,878.9,2024-04-16,monthly,READER-04,residential,True,True,500.0,Routine
128,IT-WM-124,READ-128,123.45,2024-05-17,111.23,2024-04-17,bimonthly,READER-01,residential,True,True,123.45,Routine
129,IT-WM-125,READ-129,234.56,2024-05-18,222.34,2024-04-18,monthly,READER-03,residential,True,True,234.56,Routine
130,IT-WM-126,READ-130,456.78,2024-05-19,444.56,2024-04-19,monthly,READER-05,residential,True,True,456.78,Routine
131,IT-WM-127,READ-131,678.9,2024-05-20,656.78,2024-04-20,monthly,READER-02,residential,True,True,500.0,Routine
132,IT-WM-128,READ-132,890.12,2024-05-21,878.9,2024-04-21,monthly,READER-04,residential,True,True,500.0,Routine
133,IT-WM-129,READ-133,123.45,2024-05-22,111.23,2024-04-22,bimonthly,READER-01,residential,True,True,123.45,Routine
134,IT-WM-130,READ-134,234.56,2024-05-23,222.34,2024-04-23,monthly,READER-03,residential,True,True,234.56,Routine
135,IT-WM-131,READ-135,456.78,2024-05-24,444.56,2024-04-24,monthly,READER-05,residential,True,True,456.78,Routine
136,IT-WM-132,READ-136,678.9,2024-05-25,656.78,2024-04-25,monthly,READER-02,residential,True,True,500.0,Routine
137,IT-WM-133,READ-137,890.12,2024-05-26,878.9,2024-04-26,monthly,READER-04,residential,True,True,500.0,Routine
138,IT-WM-134,READ-138,123.45,2024-05-27,111.23,2024-04-27,bimonthly,READER-01,residential,True,True,123.45,Routine
139,IT-WM-135,READ-139,234.56,2024-05-28,222.34,2024-04-28,monthly,READER-03,residential,True,True,234.56,Routine
140,IT-WM-136,READ-140,456.78,2024-05-29,444.56,2024-04-29,monthly,READER-05,residential,True,True,456.78,Routine
141,IT-WM-137,READ-141,678.9,2024-05-30,656.78,2024-04-30,monthly,READER-02,residential,True,True,500.0,Routine
142,IT-WM-138,READ-142,890.12,2024-05-31,878.9,,monthly,READER-04,residential,True,True,500.0,Routine
143,IT-WM-139,READ-143,123.45,2024-06-01,111.23,2024-05-01,bimonthly,READER-01,residential,True,True,123.45,Routine
144,IT-WM-140,READ-144,234.56,2024-06-02,222.34,2024-05-02,monthly,READER-03,residential,True,True,234.56,Routine
145,IT-WM-141,READ-145,456.78,2024-06-03,444.56,2024-05-03,monthly,READER-05,residential,True,True,456.78,Routine
146,IT-WM-142,READ-146,678.9,2024-06-04,656.78,2024-05-04,monthly,READER-02,residential,True,True,500.0,Routine
147,IT-WM-143,READ-147,890.12,2024-06-05,878.9,2024-05-05,monthly,READER-04,residential,True,True,500.0,Routine
148,IT-WM-144,READ-148,123.45,2024-06-06,111.23,2024-05-06,bimonthly,READER-01,residential,True,True,123.45,Routine
149,IT-WM-145,READ-149,234.56,2024-06-07,222.34,2024-05-07,monthly,READER-03,residential,True,True,234.56,Routine
150,IT-WM-146,READ-150,456.78,2024-06-08,444.56,2024-05-08,monthly,READER-05,residential,True,True,456.78,Routine
151,IT-WM-147,READ-151,678.9,2024-06-09,656.78,2024-05-09,monthly,READER-02,residential,True,True,500.0,Routine
152,IT-WM-148,READ-152,890.12,2024-06-10,878.9,2024-05-10,monthly,READER-04,residential,True,True,500.0,Routine
153,IT-WM-149,READ-153,123.45,2024-06-11,111.23,2024-05-11,bimonthly,READER-01,residential,True,True,123.45,Routine
154,IT-WM-150,READ-154,234.56,2024-06-12,222.34,2024-05-12,monthly,READER-03,residential,True,True,234.56,Routine
155,IT-WM-151,READ-155,456.78,2024-06-13,444.56,2024-05-13,monthly,READER-05,residential,True,True,456.78,Routine
156,IT-WM-152,READ-156,678.9,2024-06-14,656.78,2024-05-14,monthly,READER-02,residential,True,True,500.0,Routine
157,IT-WM-153,READ-157,890.12,2024-06-15,878.9,2024-05-15,monthly,READER-04,residential,True,True,500.0,Routine
158,IT-WM-154,READ-158,123.45,2024-06-16,111.23,2024-05-16,bimonthly,READER-01,residential,True,True,123.45,Routine
159,IT-WM-155,READ-159,234.56,2024-06-17,222.34,2024-05-17,monthly,READER-03,residential,True,True,234.56,Routine
160,IT-WM-156,READ-160,456.78,2024-06-18,444.56,2024-05-18,monthly,READER-05,residential,True,True,456.78,Routine
161,IT-WM-157,READ-161,678.9,2024-06-19,656.78,2024-05-19,monthly,READER-02,residential,True,True,500.0,Routine
162,IT-WM-158,READ-162,890.12,2024-06-20,878.9,2024-05-20,monthly,READER-04,residential,True,True,500.0,Routine
163,IT-WM-159,READ-163,123.45,2024-06-21,111.23,2024-05-21,bimonthly,READER-01,residential,True,True,123.45,Routine
164,IT-WM-160,READ-164,234.56,2024-06-22,222.34,2024-05-22,monthly,READER-03,residential,True,True,234.56,Routine
165,IT-WM-161,READ-165,456.78,2024-06-23,444.56,2024-05-23,monthly,READER-05,residential,True,True,456.78,Routine
166,IT-WM-162,READ-166,678.9,2024-06-24,656.78,2024-05-24,monthly,READER-02,residential,True,True,500.0,Routine
167,IT-WM-163,READ-167,890.12,2024-06-25,878.9,2024-05-25,monthly,READER-04,residential,True,True,500.0,Routine
168,IT-WM-164,READ-168,123.45,2024-06-26,111.23,2024-05-26,bimonthly,READER-01,residential,True,True,123.45,Routine
169,IT-WM-165,READ-169,234.56,2024-06-27,222.34,2024-05-27,monthly,READER-03,residential,True,True,234.56,Routine
170,IT-WM-166,READ-170,456.78,2024-06-28,444.56,2024-05-28,monthly,READER-05,residential,True,True,456.78,Routine
171,IT-WM-167,READ-171,678.9,2024-06-29,656.78,2024-05-29,monthly,READER-02,residential,True,True,500.0,Routine
172,IT-WM-168,READ-172,890.12,2024-06-30,878.9,2024-05-30,monthly,READER-04,residential,True,True,500.0,Routine
173,IT-WM-169,READ-173,123.45,2024-07-01,111.23,2024-06-01,bimonthly,READER-01,residential,True,True,123.45,Routine
174,IT-WM-170,READ-174,234.56,2024-07-02,222.34,2024-06-02,monthly,READER-03,residential,True,True,234.56,Routine
175,IT-WM-171,READ-175,456.78,2024-07-03,444.56,2024-06-03,monthly,READER-05,residential,True,True,456.78,Routine
176,IT-WM-172,READ-176,678.9,2024-07-04,656.78,2024-06-04,monthly,READER-02,residential,True,True,500.0,Routine
177,IT-WM-173,READ-177,890.12,2024-07-05,878.9,2024-06-05,monthly,READER-04,residential,True,True,500.0,Routine
178,IT-WM-174,READ-178,123.45,2024-07-06,111.23,2024-06-06,bimonthly,READER-01,residential,True,True,123.45,Routine
179,IT-WM-175,READ-179,234.56,2024-07-07,222.34,2024-06-07,monthly,READER-03,residential,True,True,234.56,Routine
180,IT-WM-176,READ-180,456.78,2024-07-08,444.56,2024-06-08,monthly,READER-05,residential,True,True,456.78,Routine
181,IT-WM-177,READ-181,678.9,2024-07-09,656.78,2024-06-09,monthly,READER-02,residential,True,True,500.0,Routine
182,IT-WM-178,READ-182,890.12,2024-07-10,878.9,2024-06-10,monthly,READER-04,residential,True,True,500.0,Routine
183,IT-WM-179,READ-183,123.45,2024-07-11,111.23,2024-06-11,bimonthly,READER-01,residential,True,True,123.45,Routine
184,IT-WM-180,READ-184,234.56,2024-07-12,222.34,2024-06-12,monthly,READER-03,residential,True,True,234.56,Routine
185,IT-WM-181,READ-185,456.78,2024-07-13,444.56,2024-06-13,monthly,READER-05,residential,True,True,456.78,Routine
186,IT-WM-182,READ-186,678.9,2024-07-14,656.78,2024-06-14,monthly,READER-02,residential,True,True,500.0,Routine
187,IT-WM-183,READ-187,890.12,2024-07-15,878.9,2024-06-15,monthly,READER-04,residential,True,True,500.0,Routine
188,IT-WM-184,READ-188,123.45,2024-07-16,111.23,2024-06-16,bimonthly,READER-01,residential,True,True,123.45,Routine
189,IT-WM-185,READ-189,234.56,2024-07-17,222.34,2024-06-17,monthly,READER-03,residential,True,True,234.56,Routine
190,IT-WM-186,READ-190,456.78,2024-07-18,444.56,2024-06-18,monthly,READER-05,residential,True,True,456.78,Routine
191,IT-WM-187,READ-191,678.9,2024-07-19,656.78,2024-06-19,monthly,READER-02,residential,True,True,500.0,Routine
192,IT-WM-188,READ-192,890.12,2024-07-20,878.9,2024-06-20,monthly,READER-04,residential,True,True,500.0,Routine
193,IT-WM-189,READ-193,123.45,2024-07-21,111.23,2024-06-21,bimonthly,READER-01,residential,True,True,123.45,Routine
194,IT-WM-190,READ-194,234.56,2024-07-22,222.34,2024-06-22,monthly,READER-03,residential,True,True,234.56,Routine
195,IT-WM-191,READ-195,456.78,2024-07-23,444.56,2024-06-23,monthly,READER-05,residential,True,True,456.78,Routine
196,IT-WM-192,READ-196,678.9,2024-07-24,656.78,2024-06-24,monthly,READER-02,residential,True,True,500.0,Routine
197,IT-WM-193,READ-197,890.12,2024-07-25,878.9,2024-06-25,monthly,READER-04,residential,True,True,500.0,Routine
198,IT-WM-194,READ-198,123.45,2024-07-26,111.23,2024-06-26,bimonthly,READER-01,residential,True,True,123.45,Routine
199,IT-WM-195,READ-199,234.56,2024-07-27,222.34,2024-06-27,monthly,READER-03,residential,True,True,234.56,Routine
200,IT-WM-196,READ-200,456.78,2024-07-28,444.56,2024-06-28,monthly,READER-05,residential,True,True,456.78,Routine
201,IT-WM-197,READ-201,678.9,2024-07-29,656.78,2024-06-29,monthly,READER-02,residential,True,True,500.0,Rutina
202,IT-WM-198,READ-202,890.12,2024-07-30,878.9,2024-06-30,monthly,READER-04,residential,True,True,500.0,ROUTINE
203,IT-WM-199,READ-203,123.45,2024-07-31,111.23,,bimonthly,READER-01,residential,True,True,123.45,routine
204,IT-WM-200,READ-204,234.56,2024-08-01,222.34,2024-07-01,monthly,READER-03,residential,True,True,234.56,Routine
205,IT-WM-201,READ-205,456.78,2024-08-02,444.56,2024-07-02,monthly,READER-05,residential,True,True,456.78,Routine
206,IT-WM-202,READ-206,678.9,2024-08-03,656.78,2024-07-03,monthly,READER-02,residential,True,True,500.0,Routine
207,IT-WM-203,READ-207,890.12,2024-08-04,878.9,2024-07-04,monthly,READER-04,residential,True,True,500.0,Routine
208,IT-WM-204,READ-208,123.45,2024-08-05,111.23,2024-07-05,bimonthly,READER-01,residential,True,True,123.45,Routine
209,IT-WM-205,READ-209,234.56,2024-08-06,222.34,2024-07-06,monthly,READER-03,residential,True,True,234.56,Routine
210,IT-WM-206,READ-210,456.78,2024-08-07,444.56,2024-07-07,monthly,READER-05,residential,True,True,456.78,Routine
211,IT-WM-207,READ-211,678.9,2024-08-08,656.78,2024-07-08,monthly,READER-02,residential,True,True,500.0,Routine
212,IT-WM-208,READ-212,890.12,2024-08-09,878.9,2024-07-09,monthly,READER-04,residential,True,True,500.0,Routine
213,IT-WM-209,READ-213,123.45,2024-08-10,111.23,2024-07-10,bimonthly,READER-01,residential,True,True,123.45,Routine
214,IT-WM-210,READ-214,234.56,2024-08-11,222.34,2024-07-11,monthly,READER-03,residential,True,True,234.56,Routine
215,IT-WM-211,READ-215,456.78,2024-08-12,444.56,2024-07-12,monthly,READER-05,residential,True,True,456.78,Routine
216,IT-WM-212,READ-216,678.9,2024-08-13,656.78,2024-07-13,monthly,READER-02,residential,True,True,500.0,Routine
217,IT-WM-213,READ-217,890.12,2024-08-14,878.9,2024-07-14,monthly,READER-04,residential,True,True,500.0,Routine
218,IT-WM-214,READ-218,123.45,2024-08-15,111.23,2024-07-15,bimonthly,READER-01,residential,True,True,123.45,Routine
219,IT-WM-215,READ-219,234.56,2024-08-16,222.34,2024-07-16,monthly,READER-03,residential,True,True,234.56,Routine
220,IT-WM-216,READ-220,456.78,2024-08-17,444.56,2024-07-17,monthly,READER-05,residential,True,True,456.78,Routine
221,IT-WM-217,READ-221,678.9,2024-08-18,656.78,2024-07-18,monthly,READER-02,residential,True,True,500.0,Routine
222,IT-WM-218,READ-222,890.12,2024-08-19,878.9,2024-07-19,monthly,READER-04,residential,True,True,500.0,Routine
223,IT-WM-219,READ-223,123.45,2024-08-20,111.23,2024-07-20,bimonthly,READER-01,residential,True,True,123.45,Routine
224,IT-WM-220,READ-224,234.56,2024-08-21,222.34,2024-07-21,monthly,READER-03,residential,True,True,234.56,Routine
