No,Water Meter ID,Reading ID,Reading Value,Reading Date,Previous Reading Value,Previous Reading Date,Reading Frequency,Reader ID,Type of Contract,Reading Validity,Certification on the ERP,Final Billing,Reason for Reading
20,IT-WM-017,READ-020,567.89,31/01/2024,510.25,31/12/2023,Monthly,READER-05,Commercial,Valid,Yes,234.56,Routine
21,IT-WM-018,READ-021,123.0,01/02/2024,115.8,01/01/2024,Monthly,READER-02,Residential,Valid,Yes,123.0,Routine
22,IT-WM-019,READ-022,789.01,02/02/2024,745.6,02/01/2024,Bimonthly,READER-04,Industrial,Valid,Yes,198.75,Routine
23,IT-WM-020,READ-023,234.0,03/02/2024,210.45,03/01/2024,Monthly,READER-01,Residential,Valid,Yes,234.0,Routine
24,IT-WM-003,READ-024,250.75,17/02/2024,210.45,17/12/2023,Monthly,READER-03,Industrial,Valid,Yes,178.9,Estimated
25,IT-WM-021,READ-025,456.23,04/02/2024,430.1,04/01/2024,Monthly,READER-05,Commercial,Valid,Yes,456.23,Routine
26,IT-WM-022,READ-026,0.0,05/02/2024,0.0,05/01/2024,Monthly,READER-02,Residential,Valid,Yes,0.0,Property Vacant
27,IT-WM-023,READ-027,678.34,06/02/2024,645.2,06/01/2024,Monthly,READER-04,Industrial,Valid,Yes,678.34,Routine
28,IT-WM-024,READ-028,890.12,07/02/2024,856.78,07/01/2024,Bimonthly,READER-01,Commercial,Valid,Yes,890.12,Routine
29,IT-WM-025,READ-029,123.78,08/02/2024,115.45,08/01/2024,Monthly,READER-03,Residential,Valid,Yes,123.78,Routine
30,IT-WM-026,READ-030,345.67,09/02/2024,320.89,09/01/2024,Monthly,READER-05,Residential,Valid,Yes,345.67,Routine
31,IT-WM-027,READ-031,567.89,10/02/2024,534.12,10/01/2024,Monthly,READER-02,Commercial,Valid,Yes,567.89,Routine
32,IT-WM-028,READ-032,789.01,11/02/2024,756.34,11/01/2024,Monthly,READER-04,Industrial,Valid,Yes,789.01,Routine
33,IT-WM-029,READ-033,901.23,12/02/2024,867.45,12/01/2024,Bimonthly,READER-01,Residential,Valid,Yes,901.23,Routine
34,IT-WM-030,READ-034,234.56,13/02/2024,223.78,13/01/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
35,IT-WM-031,READ-035,456.78,14/02/2024,445.67,14/01/2024,Monthly,READER-05,Commercial,Valid,Yes,456.78,Routine
36,IT-WM-032,READ-036,678.9,15/02/2024,667.89,15/01/2024,Monthly,READER-02,Industrial,Valid,Yes,678.9,Routine
37,IT-WM-033,READ-037,890.12,16/02/2024,889.01,16/01/2024,Monthly,READER-04,Residential,Valid,Yes,890.12,Routine
38,IT-WM-034,READ-038,123.45,17/02/2024,111.23,17/01/2024,Bimonthly,READER-01,Residential,Valid,Yes,123.45,Routine
39,IT-WM-035,READ-039,345.67,18/02/2024,333.45,18/01/2024,Monthly,READER-03,Commercial,Valid,Yes,345.67,Routine
40,IT-WM-036,READ-040,567.89,19/02/2024,555.67,19/01/2024,Monthly,READER-05,Industrial,Valid,Yes,567.89,Routine
41,IT-WM-037,READ-041,789.01,20/02/2024,777.89,20/01/2024,Monthly,READER-02,Residential,Valid,Yes,789.01,Routine
42,IT-WM-038,READ-042,901.23,21/02/2024,899.01,21/01/2024,Monthly,READER-04,Residential,Valid,Yes,901.23,Routine
43,IT-WM-039,READ-043,123.45,22/02/2024,111.23,22/01/2024,Bimonthly,READER-01,Commercial,Valid,Yes,123.45,Routine
44,IT-WM-040,READ-044,234.56,23/02/2024,222.34,23/01/2024,Monthly,READER-03,Industrial,Valid,Yes,234.56,Routine
45,IT-WM-041,READ-045,456.78,24/02/2024,444.56,24/01/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
46,IT-WM-042,READ-046,678.9,25/02/2024,666.78,25/01/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
47,IT-WM-043,READ-047,890.12,26/02/2024,888.9,26/01/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
48,IT-WM-044,READ-048,123.45,27/02/2024,111.23,27/01/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
49,IT-WM-045,READ-049,234.56,28/02/2024,222.34,28/01/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
50,IT-WM-046,READ-050,456.78,29/02/2024,444.56,29/01/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
51,IT-WM-047,READ-051,678.9,01/03/2024,656.78,01/02/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
52,IT-WM-048,READ-052,890.12,02/03/2024,878.9,02/02/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
53,IT-WM-049,READ-053,123.45,03/03/2024,111.23,03/02/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
54,IT-WM-050,READ-054,234.56,04/03/2024,222.34,04/02/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
55,IT-WM-051,READ-055,456.78,05/03/2024,444.56,05/02/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
56,IT-WM-052,READ-056,678.9,06/03/2024,656.78,06/02/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
57,IT-WM-053,READ-057,890.12,07/03/2024,878.9,07/02/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
58,IT-WM-054,READ-058,123.45,08/03/2024,111.23,08/02/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
59,IT-WM-055,READ-059,234.56,09/03/2024,222.34,09/02/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
60,IT-WM-056,READ-060,456.78,10/03/2024,444.56,10/02/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
61,IT-WM-057,READ-061,-15.5,11/03/2024,45.3,11/02/2024,Monthly,READER-02,Residential,Invalid,No,0.0,Meter Error
62,IT-WM-058,READ-062,789.01,12/03/2024,756.89,12/02/2024,Monthly,READER-04,Commercial,Valid,Yes,789.01,Routine
63,IT-WM-059,READ-063,901.23,13/03/2024,890.12,13/02/2024,Bimonthly,READER-01,Industrial,Valid,Yes,901.23,Routine
64,IT-WM-060,READ-064,234.56,14/03/2024,223.45,14/02/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
65,IT-WM-061,READ-065,456.78,15/03/2024,445.67,15/02/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
66,IT-WM-062,READ-066,678.9,16/03/2024,667.89,16/02/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
67,IT-WM-063,READ-067,890.12,17/03/2024,889.01,17/02/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
68,IT-WM-064,READ-068,123.45,18/03/2024,111.23,18/02/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
69,IT-WM-065,READ-069,234.56,19/03/2024,222.34,19/02/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
70,IT-WM-066,READ-070,456.78,20/03/2024,444.56,20/02/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
71,IT-WM-067,READ-071,678.9,21/03/2024,656.78,21/02/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
72,IT-WM-068,READ-072,890.12,22/03/2024,878.9,22/02/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
73,IT-WM-069,READ-073,123.45,23/03/2024,111.23,23/02/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
74,IT-WM-070,READ-074,234.56,24/03/2024,222.34,24/02/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
75,IT-WM-071,READ-075,456.78,25/03/2024,444.56,25/02/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
76,IT-WM-072,READ-076,678.9,26/03/2024,656.78,26/02/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
77,IT-WM-073,READ-077,890.12,27/03/2024,878.9,27/02/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
78,IT-WM-074,READ-078,123.45,28/03/2024,111.23,28/02/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
79,IT-WM-075,READ-079,234.56,29/03/2024,222.34,29/02/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
80,IT-WM-076,READ-080,456.78,30/03/2024,444.56,30/02/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
81,IT-WM-077,READ-081,678.9,31/03/2024,656.78,31/02/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
82,IT-WM-078,READ-082,890.12,01/04/2024,878.9,01/03/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
83,IT-WM-079,READ-083,123.45,02/04/2024,111.23,02/03/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
84,IT-WM-080,READ-084,234.56,03/04/2024,222.34,03/03/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
85,IT-WM-081,READ-085,456.78,04/04/2024,444.56,04/03/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
86,IT-WM-082,READ-086,678.9,05/04/2024,656.78,05/03/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
87,IT-WM-083,READ-087,890.12,06/04/2024,878.9,06/03/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
88,IT-WM-084,READ-088,123.45,07/04/2024,111.23,07/03/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
89,IT-WM-085,READ-089,234.56,08/04/2024,222.34,08/03/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
90,IT-WM-086,READ-090,456.78,09/04/2024,444.56,09/03/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
91,IT-WM-087,READ-091,678.9,10/04/2024,656.78,10/03/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
92,IT-WM-088,READ-092,890.12,11/04/2024,878.9,11/03/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
93,IT-WM-089,READ-093,123.45,12/04/2024,111.23,12/03/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
94,IT-WM-090,READ-094,234.56,13/04/2024,222.34,13/03/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
95,IT-WM-091,READ-095,456.78,14/04/2024,444.56,14/03/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
96,IT-WM-092,READ-096,678.9,15/04/2024,656.78,15/03/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
97,IT-WM-093,READ-097,890.12,16/04/2024,878.9,16/03/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
98,IT-WM-094,READ-098,123.45,17/04/2024,111.23,17/03/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
99,IT-WM-095,READ-099,234.56,18/04/2024,222.34,18/03/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
100,IT-WM-096,READ-100,456.78,19/04/2024,444.56,19/03/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
101,IT-WM-097,READ-101,678.9,20/04/2024,656.78,20/03/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
102,IT-WM-098,READ-102,890.12,21/04/2024,878.9,21/03/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
103,IT-WM-099,READ-103,123.45,22/04/2024,111.23,22/03/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
104,IT-WM-100,READ-104,234.56,23/04/2024,222.34,23/03/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
105,IT-WM-101,READ-105,456.78,24/04/2024,444.56,24/03/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
106,IT-WM-102,READ-106,678.9,25/04/2024,656.78,25/03/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
107,IT-WM-103,READ-107,890.12,26/04/2024,878.9,26/03/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
108,IT-WM-104,READ-108,123.45,27/04/2024,111.23,27/03/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
109,IT-WM-105,READ-109,234.56,28/04/2024,222.34,28/03/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
110,IT-WM-106,READ-110,456.78,29/04/2024,444.56,29/03/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
111,IT-WM-107,READ-111,678.9,30/04/2024,656.78,30/03/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
112,IT-WM-108,READ-112,890.12,01/05/2024,878.9,01/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
113,IT-WM-109,READ-113,123.45,02/05/2024,111.23,02/04/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
114,IT-WM-110,READ-114,234.56,03/05/2024,222.34,03/04/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
115,IT-WM-111,READ-115,456.78,04/05/2024,444.56,04/04/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
116,IT-WM-112,READ-116,678.9,05/05/2024,656.78,05/04/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
117,IT-WM-113,READ-117,890.12,06/05/2024,878.9,06/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
118,IT-WM-114,READ-118,123.45,07/05/2024,111.23,07/04/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
119,IT-WM-115,READ-119,234.56,08/05/2024,222.34,08/04/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
120,IT-WM-116,READ-120,456.78,09/05/2024,444.56,09/04/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
121,IT-WM-117,READ-121,678.9,10/05/2024,656.78,10/04/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
122,IT-WM-118,READ-122,890.12,11/05/2024,878.9,11/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
123,IT-WM-119,READ-123,123.45,12/05/2024,111.23,12/04/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
124,IT-WM-120,READ-124,234.56,13/05/2024,222.34,13/04/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
125,IT-WM-121,READ-125,456.78,14/05/2024,444.56,14/04/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
126,IT-WM-122,READ-126,678.9,15/05/2024,656.78,15/04/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
127,IT-WM-123,READ-127,890.12,16/05/2024,878.9,16/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
128,IT-WM-124,READ-128,123.45,17/05/2024,111.23,17/04/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
129,IT-WM-125,READ-129,234.56,18/05/2024,222.34,18/04/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
130,IT-WM-126,READ-130,456.78,19/05/2024,444.56,19/04/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
131,IT-WM-127,READ-131,678.9,20/05/2024,656.78,20/04/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
132,IT-WM-128,READ-132,890.12,21/05/2024,878.9,21/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
133,IT-WM-129,READ-133,123.45,22/05/2024,111.23,22/04/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
134,IT-WM-130,READ-134,234.56,23/05/2024,222.34,23/04/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
135,IT-WM-131,READ-135,456.78,24/05/2024,444.56,24/04/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
136,IT-WM-132,READ-136,678.9,25/05/2024,656.78,25/04/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
137,IT-WM-133,READ-137,890.12,26/05/2024,878.9,26/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
138,IT-WM-134,READ-138,123.45,27/05/2024,111.23,27/04/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
139,IT-WM-135,READ-139,234.56,28/05/2024,222.34,28/04/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
140,IT-WM-136,READ-140,456.78,29/05/2024,444.56,29/04/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
141,IT-WM-137,READ-141,678.9,30/05/2024,656.78,30/04/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
142,IT-WM-138,READ-142,890.12,31/05/2024,878.9,31/04/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
143,IT-WM-139,READ-143,123.45,01/06/2024,111.23,01/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
144,IT-WM-140,READ-144,234.56,02/06/2024,222.34,02/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
145,IT-WM-141,READ-145,456.78,03/06/2024,444.56,03/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
146,IT-WM-142,READ-146,678.9,04/06/2024,656.78,04/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
147,IT-WM-143,READ-147,890.12,05/06/2024,878.9,05/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
148,IT-WM-144,READ-148,123.45,06/06/2024,111.23,06/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
149,IT-WM-145,READ-149,234.56,07/06/2024,222.34,07/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
150,IT-WM-146,READ-150,456.78,08/06/2024,444.56,08/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
151,IT-WM-147,READ-151,678.9,09/06/2024,656.78,09/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
152,IT-WM-148,READ-152,890.12,10/06/2024,878.9,10/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
153,IT-WM-149,READ-153,123.45,11/06/2024,111.23,11/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
154,IT-WM-150,READ-154,234.56,12/06/2024,222.34,12/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
155,IT-WM-151,READ-155,456.78,13/06/2024,444.56,13/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
156,IT-WM-152,READ-156,678.9,14/06/2024,656.78,14/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
157,IT-WM-153,READ-157,890.12,15/06/2024,878.9,15/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
158,IT-WM-154,READ-158,123.45,16/06/2024,111.23,16/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
159,IT-WM-155,READ-159,234.56,17/06/2024,222.34,17/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
160,IT-WM-156,READ-160,456.78,18/06/2024,444.56,18/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
161,IT-WM-157,READ-161,678.9,19/06/2024,656.78,19/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
162,IT-WM-158,READ-162,890.12,20/06/2024,878.9,20/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
163,IT-WM-159,READ-163,123.45,21/06/2024,111.23,21/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
164,IT-WM-160,READ-164,234.56,22/06/2024,222.34,22/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
165,IT-WM-161,READ-165,456.78,23/06/2024,444.56,23/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
166,IT-WM-162,READ-166,678.9,24/06/2024,656.78,24/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
167,IT-WM-163,READ-167,890.12,25/06/2024,878.9,25/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
168,IT-WM-164,READ-168,123.45,26/06/2024,111.23,26/05/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
169,IT-WM-165,READ-169,234.56,27/06/2024,222.34,27/05/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
170,IT-WM-166,READ-170,456.78,28/06/2024,444.56,28/05/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
171,IT-WM-167,READ-171,678.9,29/06/2024,656.78,29/05/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
172,IT-WM-168,READ-172,890.12,30/06/2024,878.9,30/05/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
173,IT-WM-169,READ-173,123.45,01/07/2024,111.23,01/06/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
174,IT-WM-170,READ-174,234.56,02/07/2024,222.34,02/06/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
175,IT-WM-171,READ-175,456.78,03/07/2024,444.56,03/06/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
176,IT-WM-172,READ-176,678.9,04/07/2024,656.78,04/06/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
177,IT-WM-173,READ-177,890.12,05/07/2024,878.9,05/06/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
178,IT-WM-174,READ-178,123.45,06/07/2024,111.23,06/06/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
179,IT-WM-175,READ-179,234.56,07/07/2024,222.34,07/06/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
180,IT-WM-176,READ-180,456.78,08/07/2024,444.56,08/06/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
181,IT-WM-177,READ-181,678.9,09/07/2024,656.78,09/06/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
182,IT-WM-178,READ-182,890.12,10/07/2024,878.9,10/06/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
183,IT-WM-179,READ-183,123.45,11/07/2024,111.23,11/06/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
184,IT-WM-180,READ-184,234.56,12/07/2024,222.34,12/06/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
185,IT-WM-181,READ-185,456.78,13/07/2024,444.56,13/06/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
186,IT-WM-182,READ-186,678.9,14/07/2024,656.78,14/06/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
187,IT-WM-183,READ-187,890.12,15/07/2024,878.9,15/06/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
188,IT-WM-184,READ-188,123.45,16/07/2024,111.23,16/06/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
189,IT-WM-185,READ-189,234.56,17/07/2024,222.34,17/06/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
190,IT-WM-186,READ-190,456.78,18/07/2024,444.56,18/06/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
191,IT-WM-187,READ-191,678.9,19/07/2024,656.78,19/06/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
192,IT-WM-188,READ-192,890.12,20/07/2024,878.9,20/06/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
193,IT-WM-189,READ-193,123.45,21/07/2024,111.23,21/06/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
194,IT-WM-190,READ-194,234.56,22/07/2024,222.34,22/06/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
195,IT-WM-191,READ-195,456.78,23/07/2024,444.56,23/06/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
196,IT-WM-192,READ-196,678.9,24/07/2024,656.78,24/06/2024,Monthly,READER-02,Residential,Valid,Yes,678.9,Routine
197,IT-WM-193,READ-197,890.12,25/07/2024,878.9,25/06/2024,Monthly,READER-04,Commercial,Valid,Yes,890.12,Routine
198,IT-WM-194,READ-198,123.45,26/07/2024,111.23,26/06/2024,Bimonthly,READER-01,Industrial,Valid,Yes,123.45,Routine
199,IT-WM-195,READ-199,234.56,27/07/2024,222.34,27/06/2024,Monthly,READER-03,Residential,Valid,Yes,234.56,Routine
200,IT-WM-196,READ-200,456.78,28/07/2024,444.56,28/06/2024,Monthly,READER-05,Residential,Valid,Yes,456.78,Routine
201,IT-WM-197,READ-201,678.9,29/07/2024,656.78,29/06/2024,Mensual,READER-02,residencial,Valid,1,678.9,Rutina
202,IT-WM-198,READ-202,890.12,30/07/2024,878.9,30/06/2024,Monthly,READER-04,COMERCIAL,Valid,yes,890.12,ROUTINE
203,IT-WM-199,READ-203,123.45,31/07/2024,111.23,31/06/2024,Bimonthly,READER-01,INDUSTRIAL,Valid,Y,123.45,routine
